Level,Description,SeriesRefSNDQ,Quarter,Weight,Amount
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2013Q3,0.0693598,3542.032
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2013Q3,0.0763021,4173.760
Industry groups,Administrative and support services,SG01RSC04B01MN2,2013Q3,0.0183972,1013.351
Industry groups,Local Government administration,SG01RSC04B01OO1,2013Q3,0.0046937,272.853
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2013Q3,0.0356797,2019.191
Industry groups,Education and training,SG01RSC04B01PP1,2013Q3,0.0451174,2305.084
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2013Q3,0.0578764,3179.077
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2013Q3,0.0132779,708.599
Industry groups,Other services,SG01RSC04B01RS2,2013Q3,0.0179797,942.518
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2013Q3,0.0824715,3845.920
Industry groups,Agriculture,SG01RSC04B01AA1,2013Q4,0.0563174,2195.091
Industry groups,Forestry and logging,SG01RSC04B01AA2,2013Q4,0.0061823,360.648
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2013Q4,0.0078348,455.640
Industry groups,Mining,SG01RSC04B01BB1,2013Q4,0.0153725,787.269
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2013Q4,0.0365703,1764.918
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2013Q4,0.0026796,166.327
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2013Q4,0.0079544,486.442
Industry groups,Printing,SG01RSC04B01CC4,2013Q4,0.0029597,160.237
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2013Q4,0.0179989,892.960
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2013Q4,0.0045686,259.724
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2013Q4,0.0107760,597.879
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2013Q4,0.0161893,939.178
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2013Q4,0.0026585,153.000
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2013Q4,0.0318897,1587.286
Industry groups,Construction,SG01RSC04B01EE1,2013Q4,0.0532586,2829.781
Industry groups,Wholesale trade,SG01RSC04B01FF1,2013Q4,0.0497927,2854.957
Industry groups,Retail trade,SG01RSC04B01GH1,2013Q4,0.0429002,2401.152
Industry groups,Accommodation services,SG01RSC04B01GH2,2013Q4,0.0187714,1033.758
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2013Q4,0.0444861,2274.101
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2013Q4,0.0277241,1863.126
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2013Q4,0.0526872,3068.698
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2013Q4,0.0692726,3696.619
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2013Q4,0.0693598,3576.981
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2013Q4,0.0763021,4199.027
Industry groups,Administrative and support services,SG01RSC04B01MN2,2013Q4,0.0183972,1017.859
Industry groups,Local Government administration,SG01RSC04B01OO1,2013Q4,0.0046937,276.752
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2013Q4,0.0356797,2017.618
Industry groups,Education and training,SG01RSC04B01PP1,2013Q4,0.0451174,2305.607
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2013Q4,0.0578764,3205.322
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2013Q4,0.0132779,684.613
Industry groups,Other services,SG01RSC04B01RS2,2013Q4,0.0179797,947.495
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2013Q4,0.0824715,3902.027
Industry groups,Agriculture,SG01RSC04B01AA1,2014Q1,0.0563174,2245.439
Industry groups,Forestry and logging,SG01RSC04B01AA2,2014Q1,0.0061823,359.168
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2014Q1,0.0078348,462.239
Industry groups,Mining,SG01RSC04B01BB1,2014Q1,0.0153725,913.094
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2014Q1,0.0365703,1789.928
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2014Q1,0.0026796,163.048
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2014Q1,0.0079544,476.420
Industry groups,Printing,SG01RSC04B01CC4,2014Q1,0.0029597,161.285
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2014Q1,0.0179989,916.612
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2014Q1,0.0045686,271.783
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2014Q1,0.0107760,618.012
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2014Q1,0.0161893,926.138
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2014Q1,0.0026585,155.612
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2014Q1,0.0318897,1587.158
Industry groups,Construction,SG01RSC04B01EE1,2014Q1,0.0532586,2987.516
Industry groups,Wholesale trade,SG01RSC04B01FF1,2014Q1,0.0497927,2850.671
Industry groups,Retail trade,SG01RSC04B01GH1,2014Q1,0.0429002,2415.594
Industry groups,Accommodation services,SG01RSC04B01GH2,2014Q1,0.0187714,1051.142
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2014Q1,0.0444861,2315.491
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2014Q1,0.0277241,1909.260
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2014Q1,0.0526872,3063.588
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2014Q1,0.0692726,3680.140
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2014Q1,0.0693598,3613.575
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2014Q1,0.0763021,4244.906
Industry groups,Administrative and support services,SG01RSC04B01MN2,2014Q1,0.0183972,1020.190
Industry groups,Local Government administration,SG01RSC04B01OO1,2014Q1,0.0046937,275.904
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2014Q1,0.0356797,2026.445
Industry groups,Education and training,SG01RSC04B01PP1,2014Q1,0.0451174,2308.786
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2014Q1,0.0578764,3207.445
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2014Q1,0.0132779,699.603
Industry groups,Other services,SG01RSC04B01RS2,2014Q1,0.0179797,976.921
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2014Q1,0.0824715,3933.715
Industry groups,Agriculture,SG01RSC04B01AA1,2014Q2,0.0339481,2226.457
Industry groups,Forestry and logging,SG01RSC04B01AA2,2014Q2,0.0053323,359.521
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2014Q2,0.0084816,460.242
Industry groups,Mining,SG01RSC04B01BB1,2014Q2,0.0147658,872.934
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2014Q2,0.0432872,1811.937
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2014Q2,0.0027090,170.292
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2014Q2,0.0075725,477.498
Industry groups,Printing,SG01RSC04B01CC4,2014Q2,0.0028564,164.582
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2014Q2,0.0192617,906.972
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2014Q2,0.0045102,264.551
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2014Q2,0.0111111,614.764
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2014Q2,0.0167467,954.837
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2014Q2,0.0026427,153.836
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2014Q2,0.0312934,1586.669
Industry groups,Construction,SG01RSC04B01EE1,2014Q2,0.0569967,3069.400
Industry groups,Wholesale trade,SG01RSC04B01FF1,2014Q2,0.0514462,2918.109
Industry groups,Retail trade,SG01RSC04B01GH1,2014Q2,0.0432261,2442.857
Industry groups,Accommodation services,SG01RSC04B01GH2,2014Q2,0.0197124,1087.083
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2014Q2,0.0470712,2393.250
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2014Q2,0.0270964,1915.299
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2014Q2,0.0556838,3084.583
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2014Q2,0.0680960,3627.978
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2014Q2,0.0706543,3655.327
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2014Q2,0.0765160,4287.258
Industry groups,Administrative and support services,SG01RSC04B01MN2,2014Q2,0.0187670,1093.236
Industry groups,Local Government administration,SG01RSC04B01OO1,2014Q2,0.0047643,280.440
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2014Q2,0.0357154,2059.818
Industry groups,Education and training,SG01RSC04B01PP1,2014Q2,0.0453145,2316.566
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2014Q2,0.0587682,3233.839
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2014Q2,0.0136752,711.042
Industry groups,Other services,SG01RSC04B01RS2,2014Q2,0.0187740,989.425
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2014Q2,0.0832036,3920.777
Industry groups,Agriculture,SG01RSC04B01AA1,2014Q3,0.0339481,2321.246
Industry groups,Forestry and logging,SG01RSC04B01AA2,2014Q3,0.0053323,343.429
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2014Q3,0.0084816,459.638
Industry groups,Mining,SG01RSC04B01BB1,2014Q3,0.0147658,895.504
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2014Q3,0.0432872,1749.708
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2014Q3,0.0027090,174.859
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2014Q3,0.0075725,499.990
Industry groups,Printing,SG01RSC04B01CC4,2014Q3,0.0028564,157.368
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2014Q3,0.0192617,894.401
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2014Q3,0.0045102,277.162
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2014Q3,0.0111111,636.869
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2014Q3,0.0167467,978.156
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2014Q3,0.0026427,149.491
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2014Q3,0.0312934,1619.678
Industry groups,Construction,SG01RSC04B01EE1,2014Q3,0.0569967,3138.841
Industry groups,Wholesale trade,SG01RSC04B01FF1,2014Q3,0.0514462,2889.775
Industry groups,Retail trade,SG01RSC04B01GH1,2014Q3,0.0432261,2489.593
Industry groups,Accommodation services,SG01RSC04B01GH2,2014Q3,0.0197124,1106.312
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2014Q3,0.0470712,2363.825
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2014Q3,0.0270964,1983.321
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2014Q3,0.0556838,3098.749
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2014Q3,0.0680960,3627.791
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2014Q3,0.0706543,3704.037
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2014Q3,0.0765160,4289.216
Industry groups,Administrative and support services,SG01RSC04B01MN2,2014Q3,0.0187670,1025.899
Industry groups,Local Government administration,SG01RSC04B01OO1,2014Q3,0.0047643,284.657
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2014Q3,0.0357154,2077.645
Industry groups,Education and training,SG01RSC04B01PP1,2014Q3,0.0453145,2323.073
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2014Q3,0.0587682,3289.308
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2014Q3,0.0136752,726.747
Industry groups,Other services,SG01RSC04B01RS2,2014Q3,0.0187740,992.225
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2014Q3,0.0832036,4038.899
Industry groups,Agriculture,SG01RSC04B01AA1,2014Q4,0.0339481,2359.004
Industry groups,Forestry and logging,SG01RSC04B01AA2,2014Q4,0.0053323,360.277
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2014Q4,0.0084816,470.585
Industry groups,Mining,SG01RSC04B01BB1,2014Q4,0.0147658,866.325
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2014Q4,0.0432872,1784.875
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2014Q4,0.0027090,164.900
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2014Q4,0.0075725,478.896
Industry groups,Printing,SG01RSC04B01CC4,2014Q4,0.0028564,164.920
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2014Q4,0.0192617,921.002
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2014Q4,0.0045102,272.258
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2014Q4,0.0111111,633.071
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2014Q4,0.0167467,991.271
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2014Q4,0.0026427,152.410
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2014Q4,0.0312934,1621.545
Industry groups,Construction,SG01RSC04B01EE1,2014Q4,0.0569967,3070.762
Industry groups,Wholesale trade,SG01RSC04B01FF1,2014Q4,0.0514462,2904.041
Industry groups,Retail trade,SG01RSC04B01GH1,2014Q4,0.0432261,2536.022
Industry groups,Accommodation services,SG01RSC04B01GH2,2014Q4,0.0197124,1141.237
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2014Q4,0.0470712,2424.011
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2014Q4,0.0270964,2044.263
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2014Q4,0.0556838,3154.399
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2014Q4,0.0680960,3702.483
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2014Q4,0.0706543,3755.450
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2014Q4,0.0765160,4345.313
Industry groups,Administrative and support services,SG01RSC04B01MN2,2014Q4,0.0187670,1048.554
Industry groups,Local Government administration,SG01RSC04B01OO1,2014Q4,0.0047643,287.088
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2014Q4,0.0357154,2109.271
Industry groups,Education and training,SG01RSC04B01PP1,2014Q4,0.0453145,2328.309
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2014Q4,0.0587682,3288.894
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2014Q4,0.0136752,737.974
Industry groups,Other services,SG01RSC04B01RS2,2014Q4,0.0187740,1004.024
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2014Q4,0.0832036,4045.662
Industry groups,Agriculture,SG01RSC04B01AA1,2015Q1,0.0339481,2327.251
Industry groups,Forestry and logging,SG01RSC04B01AA2,2015Q1,0.0053323,369.144
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2015Q1,0.0084816,471.491
Industry groups,Mining,SG01RSC04B01BB1,2015Q1,0.0147658,811.962
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2015Q1,0.0432872,1784.373
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2015Q1,0.0027090,166.427
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2015Q1,0.0075725,490.191
Industry groups,Printing,SG01RSC04B01CC4,2015Q1,0.0028564,156.043
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2015Q1,0.0192617,933.977
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2015Q1,0.0045102,279.272
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2015Q1,0.0111111,637.771
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2015Q1,0.0167467,954.340
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2015Q1,0.0026427,156.772
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2015Q1,0.0312934,1630.654
Industry groups,Construction,SG01RSC04B01EE1,2015Q1,0.0569967,3184.165
Industry groups,Wholesale trade,SG01RSC04B01FF1,2015Q1,0.0514462,2857.418
Industry groups,Retail trade,SG01RSC04B01GH1,2015Q1,0.0432261,2573.113
Industry groups,Accommodation services,SG01RSC04B01GH2,2015Q1,0.0197124,1163.290
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2015Q1,0.0470712,2498.491
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2015Q1,0.0270964,2056.635
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2015Q1,0.0556838,3139.302
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2015Q1,0.0680960,3743.427
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2015Q1,0.0706543,3773.311
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2015Q1,0.0765160,4352.029
Industry groups,Administrative and support services,SG01RSC04B01MN2,2015Q1,0.0187670,1100.091
Industry groups,Local Government administration,SG01RSC04B01OO1,2015Q1,0.0047643,282.460
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2015Q1,0.0357154,2096.648
Industry groups,Education and training,SG01RSC04B01PP1,2015Q1,0.0453145,2332.271
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2015Q1,0.0587682,3282.007
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2015Q1,0.0136752,770.048
Industry groups,Other services,SG01RSC04B01RS2,2015Q1,0.0187740,1016.301
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2015Q1,0.0832036,4105.038
Industry groups,Agriculture,SG01RSC04B01AA1,2015Q2,0.0301122,2351.283
Industry groups,Forestry and logging,SG01RSC04B01AA2,2015Q2,0.0061074,340.540
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2015Q2,0.0084825,486.205
Industry groups,Mining,SG01RSC04B01BB1,2015Q2,0.0093205,866.777
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2015Q2,0.0438033,1725.875
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2015Q2,0.0026253,164.247
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2015Q2,0.0082590,501.130
Industry groups,Printing,SG01RSC04B01CC4,2015Q2,0.0025663,149.318
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2015Q2,0.0207191,932.834
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2015Q2,0.0043643,274.515
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2015Q2,0.0107898,646.599
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2015Q2,0.0170427,965.841
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2015Q2,0.0026280,148.821
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2015Q2,0.0300461,1666.841
Industry groups,Construction,SG01RSC04B01EE1,2015Q2,0.0593991,3240.002
Industry groups,Wholesale trade,SG01RSC04B01FF1,2015Q2,0.0503361,2838.524
Industry groups,Retail trade,SG01RSC04B01GH1,2015Q2,0.0433946,2588.464
Industry groups,Accommodation services,SG01RSC04B01GH2,2015Q2,0.0207691,1149.439
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2015Q2,0.0486766,2483.805
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2015Q2,0.0265170,2157.019
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2015Q2,0.0546687,3142.812
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2015Q2,0.0701668,3793.922
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2015Q2,0.0708937,3828.381
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2015Q2,0.0780448,4393.977
Industry groups,Administrative and support services,SG01RSC04B01MN2,2015Q2,0.0191413,1138.071
Industry groups,Local Government administration,SG01RSC04B01OO1,2015Q2,0.0047109,290.555
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2015Q2,0.0357035,2115.627
Industry groups,Education and training,SG01RSC04B01PP1,2015Q2,0.0447568,2333.350
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2015Q2,0.0593748,3313.244
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2015Q2,0.0138150,767.284
Industry groups,Other services,SG01RSC04B01RS2,2015Q2,0.0184491,968.605
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2015Q2,0.0843156,4193.171
Industry groups,Agriculture,SG01RSC04B01AA1,2015Q3,0.0301122,2389.465
Industry groups,Forestry and logging,SG01RSC04B01AA2,2015Q3,0.0061074,333.854
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2015Q3,0.0084825,469.719
Industry groups,Mining,SG01RSC04B01BB1,2015Q3,0.0093205,841.056
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2015Q3,0.0438033,1845.254
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2015Q3,0.0026253,158.791
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2015Q3,0.0082590,499.598
Industry groups,Printing,SG01RSC04B01CC4,2015Q3,0.0025663,150.208
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2015Q3,0.0207191,906.344
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2015Q3,0.0043643,272.091
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2015Q3,0.0107898,650.992
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2015Q3,0.0170427,981.340
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2015Q3,0.0026280,162.220
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2015Q3,0.0300461,1677.332
Industry groups,Construction,SG01RSC04B01EE1,2015Q3,0.0593991,3282.169
Industry groups,Wholesale trade,SG01RSC04B01FF1,2015Q3,0.0503361,2880.795
Industry groups,Retail trade,SG01RSC04B01GH1,2015Q3,0.0433946,2635.202
Industry groups,Accommodation services,SG01RSC04B01GH2,2015Q3,0.0207691,1173.606
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2015Q3,0.0486766,2535.431
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2015Q3,0.0265170,2156.965
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2015Q3,0.0546687,3173.073
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2015Q3,0.0701668,3882.023
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2015Q3,0.0708937,3886.393
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2015Q3,0.0780448,4501.983
Industry groups,Administrative and support services,SG01RSC04B01MN2,2015Q3,0.0191413,1105.904
Industry groups,Local Government administration,SG01RSC04B01OO1,2015Q3,0.0047109,289.704
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2015Q3,0.0357035,2134.920
Industry groups,Education and training,SG01RSC04B01PP1,2015Q3,0.0447568,2335.645
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2015Q3,0.0593748,3289.045
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2015Q3,0.0138150,761.441
Industry groups,Other services,SG01RSC04B01RS2,2015Q3,0.0184491,964.474
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2015Q3,0.0843156,4222.215
Industry groups,Agriculture,SG01RSC04B01AA1,2015Q4,0.0301122,2391.186
Industry groups,Forestry and logging,SG01RSC04B01AA2,2015Q4,0.0061074,343.208
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2015Q4,0.0084825,481.932
Industry groups,Mining,SG01RSC04B01BB1,2015Q4,0.0093205,805.127
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2015Q4,0.0438033,1913.473
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2015Q4,0.0026253,162.908
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2015Q4,0.0082590,525.891
Industry groups,Printing,SG01RSC04B01CC4,2015Q4,0.0025663,143.192
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2015Q4,0.0207191,928.238
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2015Q4,0.0043643,287.988
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2015Q4,0.0107898,652.678
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2015Q4,0.0170427,1009.591
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2015Q4,0.0026280,160.585
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2015Q4,0.0300461,1690.645
Industry groups,Construction,SG01RSC04B01EE1,2015Q4,0.0593991,3359.305
Industry groups,Wholesale trade,SG01RSC04B01FF1,2015Q4,0.0503361,2884.887
Industry groups,Retail trade,SG01RSC04B01GH1,2015Q4,0.0433946,2670.758
Industry groups,Accommodation services,SG01RSC04B01GH2,2015Q4,0.0207691,1197.361
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2015Q4,0.0486766,2547.663
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2015Q4,0.0265170,2182.261
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2015Q4,0.0546687,3211.161
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2015Q4,0.0701668,3922.434
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2015Q4,0.0708937,3912.095
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2015Q4,0.0780448,4583.447
Industry groups,Administrative and support services,SG01RSC04B01MN2,2015Q4,0.0191413,1116.772
Industry groups,Local Government administration,SG01RSC04B01OO1,2015Q4,0.0047109,291.009
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2015Q4,0.0357035,2171.400
Industry groups,Education and training,SG01RSC04B01PP1,2015Q4,0.0447568,2339.156
